datetime,variable
05/03/2019 05:00,4288.435415
05/03/2019 05:10,4210.011224
05/03/2019 05:20,4166.790737
05/03/2019 05:30,4018.780894
05/03/2019 05:40,3910.201379
05/03/2019 05:50,3754.116414
05/03/2019 06:00,3662.143648
05/03/2019 06:10,3350.389442
05/03/2019 06:20,3357.087961
05/03/2019 06:30,3208.064576
05/03/2019 06:40,3085.618658
05/03/2019 06:50,3040.000464
05/03/2019 07:00,2641.68931
05/03/2019 07:10,2639.738367
05/03/2019 07:20,2408.093076
05/03/2019 07:30,2250.189444
05/03/2019 07:40,2121.575242
05/03/2019 07:50,1969.214284
05/03/2019 08:00,1693.417539
05/03/2019 08:10,1676.971941
05/03/2019 08:20,1322.659199
05/03/2019 08:30,1200.165505
05/03/2019 08:40,1099.907072
05/03/2019 08:50,1043.273892
05/03/2019 09:00,955.1087623
05/03/2019 09:10,1039.938907
05/03/2019 09:20,979.7596938
05/03/2019 09:30,1114.515597
05/03/2019 09:40,986.9759583
05/03/2019 09:50,772.3244147
05/03/2019 10:00,975.2192701
05/03/2019 10:10,694.4317357
05/03/2019 10:20,717.7905305
05/03/2019 10:30,768.0342085
05/03/2019 10:40,799.5055041
05/03/2019 10:50,749.238027
05/03/2019 11:00,778.4440962
05/03/2019 11:10,867.7885067
05/03/2019 11:20,754.6697479
05/03/2019 11:30,938.0654266
05/03/2019 11:40,768.861415
05/03/2019 11:50,428.192049
05/03/2019 12:00,956.5974278
05/03/2019 12:10,734.9535771
05/03/2019 12:20,970.9018639
05/03/2019 12:30,793.0403076
05/03/2019 12:40,651.5689816
05/03/2019 12:50,907.5653507
05/03/2019 13:00,793.3258736
05/03/2019 13:10,778.7245789
05/03/2019 13:20,959.2230421
05/03/2019 13:30,829.1413366
05/03/2019 13:40,1067.960663
05/03/2019 13:50,1109.165179
05/03/2019 14:00,1009.884252
05/03/2019 14:10,827.1360989
05/03/2019 14:20,1037.518903
05/03/2019 14:30,1167.632968
05/03/2019 14:40,1220.961971
05/03/2019 14:50,1243.421206
05/03/2019 15:00,1377.656616
05/03/2019 15:10,1240.856339
05/03/2019 15:20,1568.642986
05/03/2019 15:30,1674.454556
05/03/2019 15:40,1613.341555
05/03/2019 15:50,1879.008178
05/03/2019 16:00,1817.607413
05/03/2019 16:10,2114.24052
05/03/2019 16:20,1984.135922
05/03/2019 16:30,2192.534744
05/03/2019 16:40,2337.918778
05/03/2019 16:50,2505.18891
05/03/2019 17:00,2431.089981
05/03/2019 17:10,2772.595286
05/03/2019 17:20,2759.536427
05/03/2019 17:30,2865.119108
05/03/2019 17:40,3147.521327
05/03/2019 17:50,3252.543332
05/03/2019 18:00,3418.54547
05/03/2019 18:10,3436.676884
05/03/2019 18:20,3370.643117
05/03/2019 18:30,3445.575135
05/03/2019 18:40,3790.66642
05/03/2019 18:50,3868.151648
05/03/2019 19:00,4022.69803
05/03/2019 19:10,4234.763036
05/03/2019 19:20,4418.433569
